en,fr,es,it
":[face=250,Chen;name=Prof. Chen]:Exact !\nlQuestion 2 : Comment s'appelle le \c[2]Pokemon légendaire\c[0] apportant gloire et richesse à son détenteur ?",":[face=250,Chen;name=Prof. Chen]:Exact !\nlQuestion 2 : Comment s'appelle le \c[2]Pokemon légendaire\c[0] apportant gloire et richesse à son détenteur ?",":[face=250,Chen;name=Prof. Chen]:Exact !\nlQuestion 2 : Comment s'appelle le \c[2]Pokemon légendaire\c[0] apportant gloire et richesse à son détenteur ?",":[face=250,Chen;name=Prof. Chen]:Exact !\nlQuestion 2 : Comment s'appelle le \c[2]Pokemon légendaire\c[0] apportant gloire et richesse à son détenteur ?"
Gol D. Roger,Gol D. Roger,Gol D. Roger,Gol D. Roger
Hoho,Hoho,Hoho,Hoho
Cresselia,Cresselia,Cresselia,Cresselia
Victini,Victini,Victini,Victini
":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse... \nlTu tenteras de nouveau une prochaine fois !",":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse... \nlTu tenteras de nouveau une prochaine fois !",":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse... \nlTu tenteras de nouveau une prochaine fois !",":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse... \nlTu tenteras de nouveau une prochaine fois !"
":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !",":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !",":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !",":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !"
":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !",":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !",":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !",":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !"
":[face=250,Chen;name=Prof. Chen]:Exact !\nlQuestion 3 : A quoi sert une Potion ?",":[face=250,Chen;name=Prof. Chen]:Exact !\nlQuestion 3 : A quoi sert une Potion ?",":[face=250,Chen;name=Prof. Chen]:Exact !\nlQuestion 3 : A quoi sert une Potion ?",":[face=250,Chen;name=Prof. Chen]:Exact !\nlQuestion 3 : A quoi sert une Potion ?"
Remonter les vies,Remonter les vies,Remonter les vies,Remonter les vies
Enlever la paralysie,Enlever la paralysie,Enlever la paralysie,Enlever la paralysie
Soigner de tout,Soigner de tout,Soigner de tout,Soigner de tout
Reveiller ,Reveiller ,Reveiller ,Reveiller 
":[face=250,Chen;name=Prof. Chen]:Exact !\nlQuestion 4 : Lequel de ces \c[2]Pokemon\c[0] est un \c[2]Bébé Pokemon\c[0] ?",":[face=250,Chen;name=Prof. Chen]:Exact !\nlQuestion 4 : Lequel de ces \c[2]Pokemon\c[0] est un \c[2]Bébé Pokemon\c[0] ?",":[face=250,Chen;name=Prof. Chen]:Exact !\nlQuestion 4 : Lequel de ces \c[2]Pokemon\c[0] est un \c[2]Bébé Pokemon\c[0] ?",":[face=250,Chen;name=Prof. Chen]:Exact !\nlQuestion 4 : Lequel de ces \c[2]Pokemon\c[0] est un \c[2]Bébé Pokemon\c[0] ?"
Evoli,Evoli,Evoli,Evoli
Elekid,Elekid,Elekid,Elekid
Pikachu,Pikachu,Pikachu,Pikachu
Sapereau,Sapereau,Sapereau,Sapereau
":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !",":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !",":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !",":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !"
":[face=250,Chen;name=Prof. Chen]:Exact !\nlQuestion 5 : Lequel de ces \c[2]Pokemon\c[0] évolu par bonheur ?",":[face=250,Chen;name=Prof. Chen]:Exact !\nlQuestion 5 : Lequel de ces \c[2]Pokemon\c[0] évolu par bonheur ?",":[face=250,Chen;name=Prof. Chen]:Exact !\nlQuestion 5 : Lequel de ces \c[2]Pokemon\c[0] évolu par bonheur ?",":[face=250,Chen;name=Prof. Chen]:Exact !\nlQuestion 5 : Lequel de ces \c[2]Pokemon\c[0] évolu par bonheur ?"
Pikachu,Pikachu,Pikachu,Pikachu
Sapereau,Sapereau,Sapereau,Sapereau
Elekid,Elekid,Elekid,Elekid
Evoli,Evoli,Evoli,Evoli
":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !",":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !",":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !",":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !"
":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !",":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !",":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !",":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !"
":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !",":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !",":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !",":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !"
":[face=250,Chen;name=Prof. Chen]:Exact !\nlC'est un sans faute ! \nlBravo ! \nlJe t'incris dans les élèves admis à l'épreuve théorique, tu peux passer à la pratique maintenant. ",":[face=250,Chen;name=Prof. Chen]:Exact !\nlC'est un sans faute ! \nlBravo ! \nlJe t'incris dans les élèves admis à l'épreuve théorique, tu peux passer à la pratique maintenant. ",":[face=250,Chen;name=Prof. Chen]:Exact !\nlC'est un sans faute ! \nlBravo ! \nlJe t'incris dans les élèves admis à l'épreuve théorique, tu peux passer à la pratique maintenant. ",":[face=250,Chen;name=Prof. Chen]:Exact !\nlC'est un sans faute ! \nlBravo ! \nlJe t'incris dans les élèves admis à l'épreuve théorique, tu peux passer à la pratique maintenant. "
":[face=250,Chen;name=Prof. Chen]:Je pense que ton adversaire t'attend déjà dehors.\nlBonne chance !",":[face=250,Chen;name=Prof. Chen]:Je pense que ton adversaire t'attend déjà dehors.\nlBonne chance !",":[face=250,Chen;name=Prof. Chen]:Je pense que ton adversaire t'attend déjà dehors.\nlBonne chance !",":[face=250,Chen;name=Prof. Chen]:Je pense que ton adversaire t'attend déjà dehors.\nlBonne chance !"
":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !",":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !",":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !",":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !"
":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !",":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !",":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !",":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !"
":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !",":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !",":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !",":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !"
":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !",":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !",":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !",":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !"
":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !",":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !",":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !",":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !"
":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !",":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !",":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !",":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !"
":[face=250,Chen;name=Prof. Chen]: Très bien, tu auras cinq questions.",":[face=250,Chen;name=Prof. Chen]: Très bien, tu auras cinq questions.",":[face=250,Chen;name=Prof. Chen]: Très bien, tu auras cinq questions.",":[face=250,Chen;name=Prof. Chen]: Très bien, tu auras cinq questions."
":[face=250,Chen;name=Prof. Chen]: Quetion 1 : De quel type est le \c[2]Pokemon Fouinette\c[0] ?",":[face=250,Chen;name=Prof. Chen]: Quetion 1 : De quel type est le \c[2]Pokemon Fouinette\c[0] ?",":[face=250,Chen;name=Prof. Chen]: Quetion 1 : De quel type est le \c[2]Pokemon Fouinette\c[0] ?",":[face=250,Chen;name=Prof. Chen]: Quetion 1 : De quel type est le \c[2]Pokemon Fouinette\c[0] ?"
Normal,Normal,Normal,Normal
Feu,Feu,Feu,Feu
Electrique,Electrique,Electrique,Electrique
Eau,Eau,Eau,Eau
":[face=250,Chen;name=Prof. Chen]:Exact !\nlQuestion 2 : Lequel de ces \c[2]Pokemon\c[0] est un \c[2]Bébé Pokemon\c[0] ?",":[face=250,Chen;name=Prof. Chen]:Exact !\nlQuestion 2 : Lequel de ces \c[2]Pokemon\c[0] est un \c[2]Bébé Pokemon\c[0] ?",":[face=250,Chen;name=Prof. Chen]:Exact !\nlQuestion 2 : Lequel de ces \c[2]Pokemon\c[0] est un \c[2]Bébé Pokemon\c[0] ?",":[face=250,Chen;name=Prof. Chen]:Exact !\nlQuestion 2 : Lequel de ces \c[2]Pokemon\c[0] est un \c[2]Bébé Pokemon\c[0] ?"
Nosferapti,Nosferapti,Nosferapti,Nosferapti
Pikachu,Pikachu,Pikachu,Pikachu
Magby,Magby,Magby,Magby
Keunotor,Keunotor,Keunotor,Keunotor
":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !",":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !",":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !",":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !"
":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !",":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !",":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !",":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !"
":[face=250,Chen;name=Prof. Chen]:Question 3 : Un \c[2]Pokemon\c[0] de type roche est mon ennemi, qui dois-je envoyer pour avoir le plus de chance de gagner ?",":[face=250,Chen;name=Prof. Chen]:Question 3 : Un \c[2]Pokemon\c[0] de type roche est mon ennemi, qui dois-je envoyer pour avoir le plus de chance de gagner ?",":[face=250,Chen;name=Prof. Chen]:Question 3 : Un \c[2]Pokemon\c[0] de type roche est mon ennemi, qui dois-je envoyer pour avoir le plus de chance de gagner ?",":[face=250,Chen;name=Prof. Chen]:Question 3 : Un \c[2]Pokemon\c[0] de type roche est mon ennemi, qui dois-je envoyer pour avoir le plus de chance de gagner ?"
Feu,Feu,Feu,Feu
Plante,Plante,Plante,Plante
Electrique,Electrique,Electrique,Electrique
Normal,Normal,Normal,Normal
":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !",":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !",":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !",":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !"
":[face=250,Chen;name=Prof. Chen]:Exact !\nlQuestion 4 : Comment s'appelle le \c[2]Pokemon légendaire\c[0] nous sortant de tout cauchemar et qui nous amène aux pays des rêves ?",":[face=250,Chen;name=Prof. Chen]:Exact !\nlQuestion 4 : Comment s'appelle le \c[2]Pokemon légendaire\c[0] nous sortant de tout cauchemar et qui nous amène aux pays des rêves ?",":[face=250,Chen;name=Prof. Chen]:Exact !\nlQuestion 4 : Comment s'appelle le \c[2]Pokemon légendaire\c[0] nous sortant de tout cauchemar et qui nous amène aux pays des rêves ?",":[face=250,Chen;name=Prof. Chen]:Exact !\nlQuestion 4 : Comment s'appelle le \c[2]Pokemon légendaire\c[0] nous sortant de tout cauchemar et qui nous amène aux pays des rêves ?"
Darkray,Darkray,Darkray,Darkray
Cresselia,Cresselia,Cresselia,Cresselia
Celebi,Celebi,Celebi,Celebi
Victini,Victini,Victini,Victini
":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !",":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !",":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !",":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !"
":[face=250,Chen;name=Prof. Chen]:Exact !\nlQuestion 5 : A quoi sert la pierre Plante ?",":[face=250,Chen;name=Prof. Chen]:Exact !\nlQuestion 5 : A quoi sert la pierre Plante ?",":[face=250,Chen;name=Prof. Chen]:Exact !\nlQuestion 5 : A quoi sert la pierre Plante ?",":[face=250,Chen;name=Prof. Chen]:Exact !\nlQuestion 5 : A quoi sert la pierre Plante ?"
Faire pousser un arbre,Faire pousser un arbre,Faire pousser un arbre,Faire pousser un arbre
Contrer les types plante,Contrer les types plante,Contrer les types plante,Contrer les types plante
Evoluer les types plante,Evoluer les types plante,Evoluer les types plante,Evoluer les types plante
Soigner les types plante,Soigner les types plante,Soigner les types plante,Soigner les types plante
":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !",":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !",":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !",":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !"
":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !",":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !",":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !",":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !"
":[face=250,Chen;name=Prof. Chen]:Exact !\nlC'est un sans faute ! \nlBravo ! \nlJe t'incris dans les élèves admis à l'épreuve théorique, tu peux passer à la pratique maintenant. ",":[face=250,Chen;name=Prof. Chen]:Exact !\nlC'est un sans faute ! \nlBravo ! \nlJe t'incris dans les élèves admis à l'épreuve théorique, tu peux passer à la pratique maintenant. ",":[face=250,Chen;name=Prof. Chen]:Exact !\nlC'est un sans faute ! \nlBravo ! \nlJe t'incris dans les élèves admis à l'épreuve théorique, tu peux passer à la pratique maintenant. ",":[face=250,Chen;name=Prof. Chen]:Exact !\nlC'est un sans faute ! \nlBravo ! \nlJe t'incris dans les élèves admis à l'épreuve théorique, tu peux passer à la pratique maintenant. "
":[face=250,Chen;name=Prof. Chen]:Je pense que ton adversaire t'attend déjà dehors.\nlBonne chance !",":[face=250,Chen;name=Prof. Chen]:Je pense que ton adversaire t'attend déjà dehors.\nlBonne chance !",":[face=250,Chen;name=Prof. Chen]:Je pense que ton adversaire t'attend déjà dehors.\nlBonne chance !",":[face=250,Chen;name=Prof. Chen]:Je pense que ton adversaire t'attend déjà dehors.\nlBonne chance !"
":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !",":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !",":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !",":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !"
